Review_Title,Review_Content,Date,Product_Name
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
